sep=,
org_x,org_y,org_z,hit,hit_x,hit_y,hit_z
0.2,0.8,1,1,0.2,0.8,-0.958542
0.4,0.8,1,1,0.4,0.8,-0.982821
0.6,0.8,1,1,0.6,0.8,-0.792134
0.8,0.8,1,1,0.8,0.8,-0.792134
1,0.8,1,1,1,0.8,-0.792134
1.2,0.8,1,1,1.2,0.8,-0.792134
1.4,0.8,1,1,1.4,0.8,-0.792134
1.6,0.8,1,1,1.6,0.8,-0.743271
1.8,0.8,1,1,1.8,0.8,-0.460801
2,0.8,1,1,2,0.8,-0.178331
2.2,0.8,1,1,2.2,0.8,-0.104139
2.4,0.8,1,1,2.4,0.8,-0.371105
2.6,0.8,1,1,2.6,0.8,-0.371105
2.8,0.8,1,1,2.8,0.8,-0.433334
3,0.8,1,1,3,0.8,-0.433334
3.2,0.8,1,1,3.2,0.8,-0.433334
3.4,0.8,1,1,3.4,0.8,-0.465252
3.6,0.8,1,1,3.6,0.8,-0.654919
3.8,0.8,1,1,3.8,0.8,-0.654919
4,0.8,1,1,4,0.8,-0.654919
4.2,0.8,1,1,4.2,0.8,-0.654919
4.4,0.8,1,1,4.4,0.8,-0.577179
4.6,0.8,1,1,4.6,0.8,-0.482945
4.8,0.8,1,1,4.8,0.8,-0.482945
5,0.8,1,1,5,0.8,-0.482945
5.2,0.8,1,1,5.2,0.8,-0.552702
5.4,0.8,1,1,5.4,0.8,-0.403826
5.6,0.8,1,1,5.6,0.8,-0.3476
5.8,0.8,1,1,5.8,0.8,-0.3476
6,0.8,1,1,6,0.8,-0.443585
6.2,0.8,1,1,6.2,0.8,-0.726055
6.4,0.8,1,1,6.4,0.8,-1.00853
6.6,0.8,1,1,6.6,0.8,-1.12275
6.8,0.8,1,1,6.8,0.8,-0.885044
7,0.8,1,1,7,0.8,-0.733332
7.2,0.8,1,1,7.2,0.8,-0.733332
7.4,0.8,1,1,7.4,0.8,-0.733332
7.6,0.8,1,1,7.6,0.8,-0.733332
7.8,0.8,1,1,7.8,0.8,-0.733332
8,0.8,1,1,8,0.8,-0.809777
8.2,0.8,1,1,8.2,0.8,-0.852944
8.4,0.8,1,1,8.4,0.8,-0.852944
8.6,0.8,1,1,8.6,0.8,-1.0309
8.8,0.8,1,1,8.8,0.8,-1.31337
9,0.8,1,1,9,0.8,-1.2382
9.2,0.8,1,1,9.2,0.8,-0.95573
9.4,0.8,1,1,9.4,0.8,-0.673261
9.6,0.8,1,1,9.6,0.8,-0.39079
9.8,0.8,1,1,9.8,0.8,-0.217679
-10,1,1,1,-10,1,-1.2161
-9.8,1,1,1,-9.8,1,-0.964468
-9.6,1,1,1,-9.6,1,-0.964468
-9.4,1,1,1,-9.4,1,-0.964468
-9.2,1,1,1,-9.2,1,-0.964468
-9,1,1,1,-9,1,-0.964468
-8.8,1,1,1,-8.8,1,-0.964468
-8.6,1,1,1,-8.6,1,-0.964468
-8.4,1,1,1,-8.4,1,-1.04283
-8.2,1,1,1,-8.2,1,-0.760363
-8,1,1,1,-8,1,-0.566755
-7.8,1,1,1,-7.8,1,-0.566755
-7.6,1,1,1,-7.6,1,-0.566755
-7.4,1,1,1,-7.4,1,-0.566755
-7.2,1,1,1,-7.2,1,-0.651988
-7,1,1,1,-7,1,-0.934458
-6.8,1,1,1,-6.8,1,-1.12901
-6.6,1,1,1,-6.6,1,-1.12901
-6.4,1,1,1,-6.4,1,-1.12901
-6.2,1,1,1,-6.2,1,-1.02169
-6,1,1,1,-6,1,-0.739224
-5.8,1,1,1,-5.8,1,-0.456754
-5.6,1,1,1,-5.6,1,-0.204635
-5.4,1,1,1,-5.4,1,-0.0778353
-5.2,1,1,1,-5.2,1,-0.360306
-5,1,1,1,-5,1,-0.642776
-4.8,1,1,1,-4.8,1,-0.925246
-4.6,1,1,1,-4.6,1,-1.14912
-4.4,1,1,1,-4.4,1,-1.14912
-4.2,1,1,1,-4.2,1,-1.14912
-4,1,1,1,-4,1,-1.14912
-3.8,1,1,1,-3.8,1,-1.08932
-3.6,1,1,1,-3.6,1,-0.80685
-3.4,1,1,1,-3.4,1,-0.52438
-3.2,1,1,1,-3.2,1,-0.40359
-3,1,1,1,-3,1,-0.40359
-2.8,1,1,1,-2.8,1,-0.40359
-2.6,1,1,1,-2.6,1,-0.605501
-2.4,1,1,1,-2.4,1,-0.67786
-2.2,1,1,1,-2.2,1,-0.423967
-2,1,1,1,-2,1,-0.279652
-1.8,1,1,1,-1.8,1,-0.279652
-1.6,1,1,1,-1.6,1,-0.423443
-1.4,1,1,1,-1.4,1,-0.705914
-1.2,1,1,1,-1.2,1,-0.926071
-1,1,1,1,-1,1,-1.20854
-0.8,1,1,1,-0.8,1,-1.24101
-0.6,1,1,1,-0.6,1,-1.24101
-0.4,1,1,1,-0.4,1,-1.24101
-0.2,1,1,1,-0.2,1,-1.24101
0,1,1,1,0,1,-1.24101
0.2,1,1,1,0.2,1,-1.24101
0.4,1,1,1,0.4,1,-1.0746
0.6,1,1,1,0.6,1,-1.0746
0.8,1,1,1,0.8,1,-1.0746
1,1,1,1,1,1,-1.0746
1.2,1,1,1,1.2,1,-1.0746
1.4,1,1,1,1.4,1,-1.02574
1.6,1,1,1,1.6,1,-0.743271
1.8,1,1,1,1.8,1,-0.460801
2,1,1,1,2,1,-0.228795
2.2,1,1,1,2.2,1,-0.149217
2.4,1,1,1,2.4,1,-0.2077
2.6,1,1,1,2.6,1,-0.49017
2.8,1,1,1,2.8,1,-0.382159
3,1,1,1,3,1,-0.150863
3.2,1,1,1,3.2,1,-0.182782
3.4,1,1,1,3.4,1,-0.465252
3.6,1,1,1,3.6,1,-0.747722
3.8,1,1,1,3.8,1,-0.937389
4,1,1,1,4,1,-0.937389
4.2,1,1,1,4.2,1,-0.859649
4.4,1,1,1,4.4,1,-0.577179
4.6,1,1,1,4.6,1,-0.294709
4.8,1,1,1,4.8,1,-0.200475
5,1,1,1,5,1,-0.270232
5.2,1,1,1,5.2,1,-0.552702
5.4,1,1,1,5.4,1,-0.63007
5.6,1,1,1,5.6,1,-0.63007
5.8,1,1,1,5.8,1,-0.63007
6,1,1,1,6,1,-0.63007
6.2,1,1,1,6.2,1,-0.726055
6.4,1,1,1,6.4,1,-0.841332
6.6,1,1,1,6.6,1,-0.841332
6.8,1,1,1,6.8,1,-0.841332
7,1,1,1,7,1,-0.891314
7.2,1,1,1,7.2,1,-1.0158
7.4,1,1,1,7.4,1,-1.0158
7.6,1,1,1,7.6,1,-1.0158
7.8,1,1,1,7.8,1,-1.0158
8,1,1,1,8,1,-1.0158
8.2,1,1,1,8.2,1,-1.09225
8.4,1,1,1,8.4,1,-1.13541
8.6,1,1,1,8.6,1,-1.13541
8.8,1,1,1,8.8,1,-1.31337
9,1,1,1,9,1,-1.2382
9.2,1,1,1,9.2,1,-0.95573
9.4,1,1,1,9.4,1,-0.673261
9.6,1,1,1,9.6,1,-0.500149
9.8,1,1,1,9.8,1,-0.500149
-10,1.2,1,1,-10,1.2,-1.2161
-9.8,1.2,1,1,-9.8,1.2,-0.933633
-9.6,1.2,1,1,-9.6,1.2,-0.681998
-9.4,1.2,1,1,-9.4,1.2,-0.681998
-9.2,1.2,1,1,-9.2,1.2,-0.681998
-9,1.2,1,1,-9,1.2,-0.681998
-8.8,1.2,1,1,-8.8,1.2,-0.681998
-8.6,1.2,1,1,-8.6,1.2,-0.761188
-8.4,1.2,1,1,-8.4,1.2,-1.04283
-8.2,1.2,1,1,-8.2,1.2,-0.760363
-8,1.2,1,1,-8,1.2,-0.477893
-7.8,1.2,1,1,-7.8,1.2,-0.284285
-7.6,1.2,1,1,-7.6,1.2,-0.284285
-7.4,1.2,1,1,-7.4,1.2,-0.369517
-7.2,1.2,1,1,-7.2,1.2,-0.651988
-7,1.2,1,1,-7,1.2,-0.846542
-6.8,1.2,1,1,-6.8,1.2,-0.846542
-6.6,1.2,1,1,-6.6,1.2,-0.846542
-6.4,1.2,1,1,-6.4,1.2,-0.944611
-6.2,1.2,1,1,-6.2,1.2,-1.02169
-6,1.2,1,1,-6,1.2,-0.739224
-5.8,1.2,1,1,-5.8,1.2,-0.487105
-5.6,1.2,1,1,-5.6,1.2,-0.212122
-5.4,1.2,1,1,-5.4,1.2,-0.212122
-5.2,1.2,1,1,-5.2,1.2,-0.360306
-5,1.2,1,1,-5,1.2,-0.642776
-4.8,1.2,1,1,-4.8,1.2,-0.866654
-4.6,1.2,1,1,-4.6,1.2,-0.866654
-4.4,1.2,1,1,-4.4,1.2,-0.866654
-4.2,1.2,1,1,-4.2,1.2,-0.866654
-4,1.2,1,1,-4,1.2,-0.866654
-3.8,1.2,1,1,-3.8,1.2,-0.866654
-3.6,1.2,1,1,-3.6,1.2,-0.80685
-3.4,1.2,1,1,-3.4,1.2,-0.686061
-3.2,1.2,1,1,-3.2,1.2,-0.686061
-3,1.2,1,1,-3,1.2,-0.686061
-2.8,1.2,1,1,-2.8,1.2,-0.686061
-2.6,1.2,1,1,-2.6,1.2,-0.686061
-2.4,1.2,1,1,-2.4,1.2,-0.706437
-2.2,1.2,1,1,-2.2,1.2,-0.423967
-2,1.2,1,1,-2,1.2,-0.141497
-1.8,1.2,1,1,-1.8,1.2,-0.140973
-1.6,1.2,1,1,-1.6,1.2,-0.423443
-1.4,1.2,1,1,-1.4,1.2,-0.705914
-1.2,1.2,1,1,-1.2,1.2,-0.988384
-1,1.2,1,1,-1,1.2,-1.20854
-0.8,1.2,1,1,-0.8,1.2,-1.49101
-0.6,1.2,1,1,-0.6,1.2,-1.52348
-0.4,1.2,1,1,-0.4,1.2,-1.52348
-0.2,1.2,1,1,-0.2,1.2,-1.52348
0,1.2,1,1,0,1.2,-1.52348
0.2,1.2,1,1,0.2,1.2,-1.35707
0.4,1.2,1,1,0.4,1.2,-1.35707
0.6,1.2,1,1,0.6,1.2,-1.35707
0.8,1.2,1,1,0.8,1.2,-1.35707
1,1.2,1,1,1,1.2,-1.35707
1.2,1.2,1,1,1.2,1.2,-1.30821
1.4,1.2,1,1,1.4,1.2,-1.02574
1.6,1.2,1,1,1.6,1.2,-0.743271
1.8,1.2,1,1,1.8,1.2,-0.511265
2,1.2,1,1,2,1.2,-0.35724
2.2,1.2,1,1,2.2,1.2,-0.133253
2.4,1.2,1,1,2.4,1.2,-0.2077
2.6,1.2,1,1,2.6,1.2,-0.49017
2.8,1.2,1,1,2.8,1.2,-0.382159
3,1.2,1,1,3,1.2,-0.131607
3.2,1.2,1,1,3.2,1.2,-0.182782
3.4,1.2,1,1,3.4,1.2,-0.465252
3.6,1.2,1,1,3.6,1.2,-0.747722
3.8,1.2,1,1,3.8,1.2,-1.03019
4,1.2,1,1,4,1.2,-1.14212
4.2,1.2,1,1,4.2,1.2,-0.859649
4.4,1.2,1,1,4.4,1.2,-0.577179
4.6,1.2,1,1,4.6,1.2,-0.294709
4.8,1.2,1,1,4.8,1.2,-0.0819956
5,1.2,1,1,5,1.2,-0.270232
5.2,1.2,1,1,5.2,1.2,-0.552702
5.4,1.2,1,1,5.4,1.2,-0.835172
5.6,1.2,1,1,5.6,1.2,-0.91254
5.8,1.2,1,1,5.8,1.2,-0.803507
6,1.2,1,1,6,1.2,-0.558862
6.2,1.2,1,1,6.2,1.2,-0.558862
6.4,1.2,1,1,6.4,1.2,-0.558862
6.6,1.2,1,1,6.6,1.2,-0.558862
6.8,1.2,1,1,6.8,1.2,-0.608844
7,1.2,1,1,7,1.2,-0.891314
7.2,1.2,1,1,7.2,1.2,-1.17378
7.4,1.2,1,1,7.4,1.2,-1.29827
7.6,1.2,1,1,7.6,1.2,-1.29827
7.8,1.2,1,1,7.8,1.2,-1.29827
8,1.2,1,1,8,1.2,-1.23264
8.2,1.2,1,1,8.2,1.2,-1.23264
8.4,1.2,1,1,8.4,1.2,-1.23264
8.6,1.2,1,1,8.6,1.2,-1.21881
8.8,1.2,1,1,8.8,1.2,-1.21881
9,1.2,1,1,9,1.2,-1.21881
9.2,1.2,1,1,9.2,1.2,-0.95573
9.4,1.2,1,1,9.4,1.2,-0.782619
9.6,1.2,1,1,9.6,1.2,-0.782619
9.8,1.2,1,1,9.8,1.2,-0.782619
-10,1.4,1,1,-10,1.4,-1.2161
-9.8,1.4,1,1,-9.8,1.4,-0.933633
-9.6,1.4,1,1,-9.6,1.4,-0.651163
-9.4,1.4,1,1,-9.4,1.4,-0.399528
-9.2,1.4,1,1,-9.2,1.4,-0.399528
-9,1.4,1,1,-9,1.4,-0.399528
-8.8,1.4,1,1,-8.8,1.4,-0.478718
-8.6,1.4,1,1,-8.6,1.4,-0.761188
-8.4,1.4,1,1,-8.4,1.4,-1.04283
-8.2,1.4,1,1,-8.2,1.4,-0.760363
-8,1.4,1,1,-8,1.4,-0.477893
-7.8,1.4,1,1,-7.8,1.4,-0.195423
-7.6,1.4,1,1,-7.6,1.4,-0.0870476
-7.4,1.4,1,1,-7.4,1.4,-0.369517
-7.2,1.4,1,1,-7.2,1.4,-0.564072
-7,1.4,1,1,-7,1.4,-0.564072
-6.8,1.4,1,1,-6.8,1.4,-0.564072
-6.6,1.4,1,1,-6.6,1.4,-0.662141
-6.4,1.4,1,1,-6.4,1.4,-0.944611
-6.2,1.4,1,1,-6.2,1.4,-1.02169
-6,1.4,1,1,-6,1.4,-0.769575
-5.8,1.4,1,1,-5.8,1.4,-0.494592
-5.6,1.4,1,1,-5.6,1.4,-0.494592
-5.4,1.4,1,1,-5.4,1.4,-0.494592
-5.2,1.4,1,1,-5.2,1.4,-0.494592
-5,1.4,1,1,-5,1.4,-0.642776
-4.8,1.4,1,1,-4.8,1.4,-0.60801
-4.6,1.4,1,1,-4.6,1.4,-0.584184
-4.4,1.4,1,1,-4.4,1.4,-0.584184
-4.2,1.4,1,1,-4.2,1.4,-0.584184
-4,1.4,1,1,-4,1.4,-0.584184
-3.8,1.4,1,1,-3.8,1.4,-0.804341
-3.6,1.4,1,1,-3.6,1.4,-0.968531
-3.4,1.4,1,1,-3.4,1.4,-0.968531
-3.2,1.4,1,1,-3.2,1.4,-0.797806
-3,1.4,1,1,-3,1.4,-0.797806
-2.8,1.4,1,1,-2.8,1.4,-0.797806
-2.6,1.4,1,1,-2.6,1.4,-0.797806
-2.4,1.4,1,1,-2.4,1.4,-0.706437
-2.2,1.4,1,1,-2.2,1.4,-0.423967
-2,1.4,1,1,-2,1.4,-0.285288
-1.8,1.4,1,1,-1.8,1.4,-0.285288
-1.6,1.4,1,1,-1.6,1.4,-0.423443
-1.4,1.4,1,1,-1.4,1.4,-0.705914
-1.2,1.4,1,1,-1.2,1.4,-0.988384
-1,1.4,1,1,-1,1.4,-1.27085
-0.8,1.4,1,1,-0.8,1.4,-1.40628
-0.6,1.4,1,1,-0.6,1.4,-1.40628
-0.4,1.4,1,1,-0.4,1.4,-1.40628
-0.2,1.4,1,1,-0.2,1.4,-1.40628
0,1.4,1,1,0,1.4,-1.40628
0.2,1.4,1,1,0.2,1.4,-1.40628
0.4,1.4,1,1,0.4,1.4,-1.40628
0.6,1.4,1,1,0.6,1.4,-1.40628
0.8,1.4,1,1,0.8,1.4,-1.63706
1,1.4,1,1,1,1.4,-1.59068
1.2,1.4,1,1,1.2,1.4,-1.30821
1.4,1.4,1,1,1.4,1.4,-1.02574
1.6,1.4,1,1,1.6,1.4,-0.793735
1.8,1.4,1,1,1.8,1.4,-0.63971
2,1.4,1,1,2,1.4,-0.415723
2.2,1.4,1,1,2.2,1.4,-0.415723
2.4,1.4,1,1,2.4,1.4,-0.415723
2.6,1.4,1,1,2.6,1.4,-0.49017
2.8,1.4,1,1,2.8,1.4,-0.414077
3,1.4,1,1,3,1.4,-0.414077
3.2,1.4,1,1,3.2,1.4,-0.414077
3.4,1.4,1,1,3.4,1.4,-0.465252
3.6,1.4,1,1,3.6,1.4,-0.747722
3.8,1.4,1,1,3.8,1.4,-1.03019
4,1.4,1,1,4,1.4,-1.14212
4.2,1.4,1,1,4.2,1.4,-0.859649
4.4,1.4,1,1,4.4,1.4,-0.577179
4.6,1.4,1,1,4.6,1.4,-0.364466
4.8,1.4,1,1,4.8,1.4,-0.364466
5,1.4,1,1,5,1.4,-0.364466
5.2,1.4,1,1,5.2,1.4,-0.552702
5.4,1.4,1,1,5.4,1.4,-0.835172
5.6,1.4,1,1,5.6,1.4,-1.08598
5.8,1.4,1,1,5.8,1.4,-0.803507
6,1.4,1,1,6,1.4,-0.521037
6.2,1.4,1,1,6.2,1.4,-0.276392
6.4,1.4,1,1,6.4,1.4,-0.276392
6.6,1.4,1,1,6.6,1.4,-0.326374
6.8,1.4,1,1,6.8,1.4,-0.608844
7,1.4,1,1,7,1.4,-0.891314
7.2,1.4,1,1,7.2,1.4,-1.1181
7.4,1.4,1,1,7.4,1.4,-1.1181
7.6,1.4,1,1,7.6,1.4,-1.1181
7.8,1.4,1,1,7.8,1.4,-1.1181
8,1.4,1,1,8,1.4,-1.1181
8.2,1.4,1,1,8.2,1.4,-0.950166
8.4,1.4,1,1,8.4,1.4,-0.950166
8.6,1.4,1,1,8.6,1.4,-0.950166
8.8,1.4,1,1,8.8,1.4,-0.93634
9,1.4,1,1,9,1.4,-0.93634
9.2,1.4,1,1,9.2,1.4,-0.93634
9.4,1.4,1,1,9.4,1.4,-0.93634
9.6,1.4,1,1,9.6,1.4,-0.93634
9.8,1.4,1,1,9.8,1.4,-0.93634
-10,1.6,1,1,-10,1.6,-1.04935
-9.8,1.6,1,1,-9.8,1.6,-0.933633
-9.6,1.6,1,1,-9.6,1.6,-0.651163
-9.4,1.6,1,1,-9.4,1.6,-0.368692
-9.2,1.6,1,1,-9.2,1.6,-0.117058
-9,1.6,1,1,-9,1.6,-0.196248
-8.8,1.6,1,1,-8.8,1.6,-0.478718
-8.6,1.6,1,1,-8.6,1.6,-0.761188
-8.4,1.6,1,1,-8.4,1.6,-1.04283
-8.2,1.6,1,1,-8.2,1.6,-0.760363
-8,1.6,1,1,-8,1.6,-0.477893
-7.8,1.6,1,1,-7.8,1.6,-0.280655
-7.6,1.6,1,1,-7.6,1.6,-0.280655
-7.4,1.6,1,1,-7.4,1.6,-0.369517
-7.2,1.6,1,1,-7.2,1.6,-0.281602
-7,1.6,1,1,-7,1.6,-0.281602
-6.8,1.6,1,1,-6.8,1.6,-0.379671
-6.6,1.6,1,1,-6.6,1.6,-0.662141
-6.4,1.6,1,1,-6.4,1.6,-0.867301
-6.2,1.6,1,1,-6.2,1.6,-0.867301
-6,1.6,1,1,-6,1.6,-0.777062
-5.8,1.6,1,1,-5.8,1.6,-0.777062
-5.6,1.6,1,1,-5.6,1.6,-0.777062
-5.4,1.6,1,1,-5.4,1.6,-0.777062
-5.2,1.6,1,1,-5.2,1.6,-0.777062
-5,1.6,1,1,-5,1.6,-0.777062
-4.8,1.6,1,1,-4.8,1.6,-0.60801
-4.6,1.6,1,1,-4.6,1.6,-0.325539
-4.4,1.6,1,1,-4.4,1.6,-0.301714
-4.2,1.6,1,1,-4.2,1.6,-0.301714
-4,1.6,1,1,-4,1.6,-0.521871
-3.8,1.6,1,1,-3.8,1.6,-0.804341
-3.6,1.6,1,1,-3.6,1.6,-1.08681
-3.4,1.6,1,1,-3.4,1.6,-0.9936
-3.2,1.6,1,1,-3.2,1.6,-0.71113
-3,1.6,1,1,-3,1.6,-0.515336
-2.8,1.6,1,1,-2.8,1.6,-0.515336
-2.6,1.6,1,1,-2.6,1.6,-0.515336
-2.4,1.6,1,1,-2.4,1.6,-0.515336
-2.2,1.6,1,1,-2.2,1.6,-0.567758
-2,1.6,1,1,-2,1.6,-0.567758
-1.8,1.6,1,1,-1.8,1.6,-0.567758
-1.6,1.6,1,1,-1.6,1.6,-0.567758
-1.4,1.6,1,1,-1.4,1.6,-0.705914
-1.2,1.6,1,1,-1.2,1.6,-0.988384
-1,1.6,1,1,-1,1.6,-1.12381
-0.8,1.6,1,1,-0.8,1.6,-1.12381
-0.6,1.6,1,1,-0.6,1.6,-1.12381
-0.4,1.6,1,1,-0.4,1.6,-1.12381
-0.2,1.6,1,1,-0.2,1.6,-1.12381
0,1.6,1,1,0,1.6,-1.12381
0.2,1.6,1,1,0.2,1.6,-1.12381
0.4,1.6,1,1,0.4,1.6,-1.12381
0.6,1.6,1,1,0.6,1.6,-1.35459
0.8,1.6,1,1,0.8,1.6,-1.63706
1,1.6,1,1,1,1.6,-1.59068
1.2,1.6,1,1,1.2,1.6,-1.30821
1.4,1.6,1,1,1.4,1.6,-1.07621
1.6,1.6,1,1,1.6,1.6,-0.922181
1.8,1.6,1,1,1.8,1.6,-0.698193
2,1.6,1,1,2,1.6,-0.698193
2.2,1.6,1,1,2.2,1.6,-0.698193
2.4,1.6,1,1,2.4,1.6,-0.698193
2.6,1.6,1,1,2.6,1.6,-0.696547
2.8,1.6,1,1,2.8,1.6,-0.696547
3,1.6,1,1,3,1.6,-0.696547
3.2,1.6,1,1,3.2,1.6,-0.696547
3.4,1.6,1,1,3.4,1.6,-0.696547
3.6,1.6,1,1,3.6,1.6,-0.747722
3.8,1.6,1,1,3.8,1.6,-1.03019
4,1.6,1,1,4,1.6,-1.14212
4.2,1.6,1,1,4.2,1.6,-0.859649
4.4,1.6,1,1,4.4,1.6,-0.646936
4.6,1.6,1,1,4.6,1.6,-0.646936
4.8,1.6,1,1,4.8,1.6,-0.646936
5,1.6,1,1,5,1.6,-0.646936
5.2,1.6,1,1,5.2,1.6,-0.646936
5.4,1.6,1,1,5.4,1.6,-0.835172
5.6,1.6,1,1,5.6,1.6,-1.08598
5.8,1.6,1,1,5.8,1.6,-0.803507
6,1.6,1,1,6,1.6,-0.521037
6.2,1.6,1,1,6.2,1.6,-0.238567
6.4,1.6,1,1,6.4,1.6,-0.0439037
6.6,1.6,1,1,6.6,1.6,-0.326374
6.8,1.6,1,1,6.8,1.6,-0.608844
7,1.6,1,1,7,1.6,-0.891314
7.2,1.6,1,1,7.2,1.6,-0.835634
7.4,1.6,1,1,7.4,1.6,-0.835634
7.6,1.6,1,1,7.6,1.6,-0.835634
7.8,1.6,1,1,7.8,1.6,-0.835634
8,1.6,1,1,8,1.6,-0.835634
8.2,1.6,1,1,8.2,1.6,-0.835634
8.4,1.6,1,1,8.4,1.6,-0.667696
8.6,1.6,1,1,8.6,1.6,-0.667696
8.8,1.6,1,1,8.8,1.6,-0.667696
9,1.6,1,1,9,1.6,-0.653869
9.2,1.6,1,1,9.2,1.6,-0.653869
9.4,1.6,1,1,9.4,1.6,-0.653869
9.6,1.6,1,1,9.6,1.6,-0.653869
9.8,1.6,1,1,9.8,1.6,-0.670396
-10,1.8,1,1,-10,1.8,-0.766881
-9.8,1.8,1,1,-9.8,1.8,-0.766881
-9.6,1.8,1,1,-9.6,1.8,-0.651163
-9.4,1.8,1,1,-9.4,1.8,-0.368692
-9.2,1.8,1,1,-9.2,1.8,-0.165413
-9,1.8,1,1,-9,1.8,-0.196248
-8.8,1.8,1,1,-8.8,1.8,-0.478718
-8.6,1.8,1,1,-8.6,1.8,-0.761188
-8.4,1.8,1,1,-8.4,1.8,-1.00228
-8.2,1.8,1,1,-8.2,1.8,-0.760363
-8,1.8,1,1,-8,1.8,-0.563125
-7.8,1.8,1,1,-7.8,1.8,-0.563125
-7.6,1.8,1,1,-7.6,1.8,-0.563125
-7.4,1.8,1,1,-7.4,1.8,-0.46774
-7.2,1.8,1,1,-7.2,1.8,-0.185269
-7,1.8,1,1,-7,1.8,-0.0972006
-6.8,1.8,1,1,-6.8,1.8,-0.379671
-6.6,1.8,1,1,-6.6,1.8,-0.584831
-6.4,1.8,1,1,-6.4,1.8,-0.584831
-6.2,1.8,1,1,-6.2,1.8,-0.584831
-6,1.8,1,1,-6,1.8,-0.815512
-5.8,1.8,1,1,-5.8,1.8,-1.03778
-5.6,1.8,1,1,-5.6,1.8,-0.75531
-5.4,1.8,1,1,-5.4,1.8,-0.494805
-5.2,1.8,1,1,-5.2,1.8,-0.494805
-5,1.8,1,1,-5,1.8,-0.494805
-4.8,1.8,1,1,-4.8,1.8,-0.494805
-4.6,1.8,1,1,-4.6,1.8,-0.325539
-4.4,1.8,1,1,-4.4,1.8,-0.0430692
-4.2,1.8,1,1,-4.2,1.8,-0.239401
-4,1.8,1,1,-4,1.8,-0.521871
-3.8,1.8,1,1,-3.8,1.8,-0.804341
-3.6,1.8,1,1,-3.6,1.8,-1.08681
-3.4,1.8,1,1,-3.4,1.8,-0.9936
-3.2,1.8,1,1,-3.2,1.8,-0.71113
-3,1.8,1,1,-3,1.8,-0.42866
-2.8,1.8,1,1,-2.8,1.8,-0.232866
-2.6,1.8,1,1,-2.6,1.8,-0.232866
-2.4,1.8,1,1,-2.4,1.8,-0.41875
-2.2,1.8,1,1,-2.2,1.8,-0.70122
-2,1.8,1,1,-2,1.8,-0.850228
-1.8,1.8,1,1,-1.8,1.8,-0.850228
-1.6,1.8,1,1,-1.6,1.8,-0.850228
-1.4,1.8,1,1,-1.4,1.8,-0.850228
-1.2,1.8,1,1,-1.2,1.8,-0.988384
-1,1.8,1,1,-1,1.8,-0.905171
-0.8,1.8,1,1,-0.8,1.8,-0.841339
-0.6,1.8,1,1,-0.6,1.8,-0.841339
-0.4,1.8,1,1,-0.4,1.8,-0.841339
-0.2,1.8,1,1,-0.2,1.8,-0.841339
0,1.8,1,1,0,1.8,-0.841339
0.2,1.8,1,1,0.2,1.8,-0.841339
0.4,1.8,1,1,0.4,1.8,-1.07212
0.6,1.8,1,1,0.6,1.8,-1.35459
0.8,1.8,1,1,0.8,1.8,-1.63706
1,1.8,1,1,1,1.8,-1.59068
1.2,1.8,1,1,1.2,1.8,-1.35868
1.4,1.8,1,1,1.4,1.8,-1.20465
1.6,1.8,1,1,1.6,1.8,-0.980663
1.8,1.8,1,1,1.8,1.8,-0.980663
2,1.8,1,1,2,1.8,-0.980663
2.2,1.8,1,1,2.2,1.8,-0.980663
2.4,1.8,1,1,2.4,1.8,-0.979017
2.6,1.8,1,1,2.6,1.8,-0.979017
2.8,1.8,1,1,2.8,1.8,-0.979017
3,1.8,1,1,3,1.8,-0.979017
3.2,1.8,1,1,3.2,1.8,-0.979017
3.4,1.8,1,1,3.4,1.8,-0.979017
3.6,1.8,1,1,3.6,1.8,-0.979017
3.8,1.8,1,1,3.8,1.8,-1.03019
4,1.8,1,1,4,1.8,-1.14212
4.2,1.8,1,1,4.2,1.8,-0.929406
4.4,1.8,1,1,4.4,1.8,-0.929406
4.6,1.8,1,1,4.6,1.8,-0.929406
4.8,1.8,1,1,4.8,1.8,-0.929406
5,1.8,1,1,5,1.8,-0.929406
5.2,1.8,1,1,5.2,1.8,-0.929406
5.4,1.8,1,1,5.4,1.8,-0.929406
5.6,1.8,1,1,5.6,1.8,-1.08598
5.8,1.8,1,1,5.8,1.8,-0.803507
6,1.8,1,1,6,1.8,-0.521037
6.2,1.8,1,1,6.2,1.8,-0.288548
6.4,1.8,1,1,6.4,1.8,-0.288548
6.6,1.8,1,1,6.6,1.8,-0.326374
6.8,1.8,1,1,6.8,1.8,-0.608844
7,1.8,1,1,7,1.8,-0.873879
7.2,1.8,1,1,7.2,1.8,-0.779093
7.4,1.8,1,1,7.4,1.8,-0.553164
7.6,1.8,1,1,7.6,1.8,-0.553164
7.8,1.8,1,1,7.8,1.8,-0.553164
8,1.8,1,1,8,1.8,-0.553164
8.2,1.8,1,1,8.2,1.8,-0.593233
8.4,1.8,1,1,8.4,1.8,-0.612999
8.6,1.8,1,1,8.6,1.8,-0.385226
8.8,1.8,1,1,8.8,1.8,-0.385226
9,1.8,1,1,9,1.8,-0.385226
9.2,1.8,1,1,9.2,1.8,-0.371399
9.4,1.8,1,1,9.4,1.8,-0.371399
9.6,1.8,1,1,9.6,1.8,-0.387926
9.8,1.8,1,1,9.8,1.8,-0.670396
-10,2,1,1,-10,2,-0.484411
