sep=,
org_x,org_y,org_z,hit,hit_x,hit_y,hit_z
-7.8,-0.2,1,1,-7.8,-0.2,-0.836749
-7.6,-0.2,1,1,-7.6,-0.2,-0.554278
-7.4,-0.2,1,1,-7.4,-0.2,-0.379429
-7.2,-0.2,1,1,-7.2,-0.2,-0.379429
-7,-0.2,1,1,-7,-0.2,-0.379429
-6.8,-0.2,1,1,-6.8,-0.2,-0.575602
-6.6,-0.2,1,1,-6.6,-0.2,-0.858073
-6.4,-0.2,1,1,-6.4,-0.2,-1.14054
-6.2,-0.2,1,1,-6.2,-0.2,-1.42301
-6,-0.2,1,1,-6,-0.2,-1.21469
-5.8,-0.2,1,1,-5.8,-0.2,-0.932218
-5.6,-0.2,1,1,-5.6,-0.2,-0.649747
-5.4,-0.2,1,1,-5.4,-0.2,-0.620732
-5.2,-0.2,1,1,-5.2,-0.2,-0.620732
-5,-0.2,1,1,-5,-0.2,-0.620732
-4.8,-0.2,1,1,-4.8,-0.2,-0.620732
-4.6,-0.2,1,1,-4.6,-0.2,-0.762603
-4.4,-0.2,1,1,-4.4,-0.2,-1.04507
-4.2,-0.2,1,1,-4.2,-0.2,-1.32754
-4,-0.2,1,1,-4,-0.2,-1.37179
-3.8,-0.2,1,1,-3.8,-0.2,-1.29123
-3.6,-0.2,1,1,-3.6,-0.2,-1.29123
-3.4,-0.2,1,1,-3.4,-0.2,-1.29123
-3.2,-0.2,1,1,-3.2,-0.2,-1.29123
-3,-0.2,1,1,-3,-0.2,-1.15998
-2.8,-0.2,1,1,-2.8,-0.2,-1.01696
-2.6,-0.2,1,1,-2.6,-0.2,-0.868607
-2.4,-0.2,1,1,-2.4,-0.2,-0.772578
-2.2,-0.2,1,1,-2.2,-0.2,-0.772578
-2,-0.2,1,1,-2,-0.2,-0.772578
-1.8,-0.2,1,1,-1.8,-0.2,-0.772578
-1.6,-0.2,1,1,-1.6,-0.2,-0.772578
-1.4,-0.2,1,1,-1.4,-0.2,-0.772578
-1.2,-0.2,1,1,-1.2,-0.2,-0.926071
-1,-0.2,1,1,-1,-0.2,-0.879709
-0.8,-0.2,1,1,-0.8,-0.2,-0.597239
-0.6,-0.2,1,1,-0.6,-0.2,-0.453808
-0.4,-0.2,1,1,-0.4,-0.2,-0.453808
-0.2,-0.2,1,1,-0.2,-0.2,-0.453808
0,-0.2,1,1,0,-0.2,-0.277495
0.2,-0.2,1,1,0.2,-0.2,-0.277495
0.4,-0.2,1,1,0.4,-0.2,-0.363354
0.6,-0.2,1,1,0.6,-0.2,-0.645825
0.8,-0.2,1,1,0.8,-0.2,-0.620216
1,-0.2,1,1,1,-0.2,-0.620216
1.2,-0.2,1,1,1.2,-0.2,-0.620216
1.4,-0.2,1,1,1.4,-0.2,-0.620216
1.6,-0.2,1,1,1.6,-0.2,-0.712
1.8,-0.2,1,1,1.8,-0.2,-0.99447
2,-0.2,1,1,2,-0.2,-1.04125
2.2,-0.2,1,1,2.2,-0.2,-0.832387
2.4,-0.2,1,1,2.4,-0.2,-0.832387
2.6,-0.2,1,1,2.6,-0.2,-0.832387
2.8,-0.2,1,1,2.8,-0.2,-0.604311
3,-0.2,1,1,3,-0.2,-0.32184
3.2,-0.2,1,1,3.2,-0.2,-0.0393702
3.4,-0.2,1,1,3.4,-0.2,-0.2431
3.6,-0.2,1,1,3.6,-0.2,-0.395852
3.8,-0.2,1,1,3.8,-0.2,-0.288682
4,-0.2,1,1,4,-0.2,-0.288682
4.2,-0.2,1,1,4.2,-0.2,-0.451558
4.4,-0.2,1,1,4.4,-0.2,-0.529062
4.6,-0.2,1,1,4.6,-0.2,-0.705959
4.8,-0.2,1,1,4.8,-0.2,-0.705411
5,-0.2,1,1,5,-0.2,-0.705411
5.2,-0.2,1,1,5.2,-0.2,-0.705411
5.4,-0.2,1,1,5.4,-0.2,-0.705411
5.6,-0.2,1,1,5.6,-0.2,-0.705411
5.8,-0.2,1,1,5.8,-0.2,-0.823526
6,-0.2,1,1,6,-0.2,-0.867029
6.2,-0.2,1,1,6.2,-0.2,-0.867029
6.4,-0.2,1,1,6.4,-0.2,-0.867029
6.6,-0.2,1,1,6.6,-0.2,-1.1201
6.8,-0.2,1,1,6.8,-0.2,-0.840283
7,-0.2,1,1,7,-0.2,-0.557813
7.2,-0.2,1,1,7.2,-0.2,-0.337248
7.4,-0.2,1,1,7.4,-0.2,-0.337248
7.6,-0.2,1,1,7.6,-0.2,-0.337248
7.8,-0.2,1,1,7.8,-0.2,-0.559407
8,-0.2,1,1,8,-0.2,-0.559407
8.2,-0.2,1,1,8.2,-0.2,-0.559407
8.4,-0.2,1,1,8.4,-0.2,-0.319483
8.6,-0.2,1,1,8.6,-0.2,-0.0933151
8.8,-0.2,1,1,8.8,-0.2,-0.245458
9,-0.2,1,1,9,-0.2,-0.527928
9.2,-0.2,1,1,9.2,-0.2,-0.69442
9.4,-0.2,1,1,9.4,-0.2,-0.720085
9.6,-0.2,1,1,9.6,-0.2,-1.00256
9.8,-0.2,1,1,9.8,-0.2,-1.19467
-10,0,1,1,-10,0,-0.31657
-9.8,0,1,1,-9.8,0,-0.31657
-9.6,0,1,1,-9.6,0,-0.437992
-9.4,0,1,1,-9.4,0,-0.720464
-9.2,0,1,1,-9.2,0,-1.00293
-9,0,1,1,-9,0,-1.17305
-8.8,0,1,1,-8.8,0,-1.20841
-8.6,0,1,1,-8.6,0,-1.26772
-8.4,0,1,1,-8.4,0,-1.5502
-8.2,0,1,1,-8.2,0,-1.40169
-8,0,1,1,-8,0,-1.11922
-7.8,0,1,1,-7.8,0,-0.836749
-7.6,0,1,1,-7.6,0,-0.661899
-7.4,0,1,1,-7.4,0,-0.661899
-7.2,0,1,1,-7.2,0,-0.661899
-7,0,1,1,-7,0,-0.661899
-6.8,0,1,1,-6.8,0,-0.661899
-6.6,0,1,1,-6.6,0,-0.858073
-6.4,0,1,1,-6.4,0,-1.14054
-6.2,0,1,1,-6.2,0,-1.1928
-6,0,1,1,-6,0,-1.1928
-5.8,0,1,1,-5.8,0,-0.932218
-5.6,0,1,1,-5.6,0,-0.903202
-5.4,0,1,1,-5.4,0,-0.903202
-5.2,0,1,1,-5.2,0,-0.903202
-5,0,1,1,-5,0,-0.903202
-4.8,0,1,1,-4.8,0,-0.903202
-4.6,0,1,1,-4.6,0,-0.903202
-4.4,0,1,1,-4.4,0,-1.04507
-4.2,0,1,1,-4.2,0,-1.32754
-4,0,1,1,-4,0,-1.37179
-3.8,0,1,1,-3.8,0,-1.08932
-3.6,0,1,1,-3.6,0,-1.00876
-3.4,0,1,1,-3.4,0,-1.00876
-3.2,0,1,1,-3.2,0,-1.00876
-3,0,1,1,-3,0,-1.00876
-2.8,0,1,1,-2.8,0,-0.877508
-2.6,0,1,1,-2.6,0,-0.73449
-2.4,0,1,1,-2.4,0,-0.586137
-2.2,0,1,1,-2.2,0,-0.490107
-2,0,1,1,-2,0,-0.490107
-1.8,0,1,1,-1.8,0,-0.490107
-1.6,0,1,1,-1.6,0,-0.490107
-1.4,0,1,1,-1.4,0,-0.643601
-1.2,0,1,1,-1.2,0,-0.926071
-1,0,1,1,-1,0,-0.879709
-0.8,0,1,1,-0.8,0,-0.597239
-0.6,0,1,1,-0.6,0,-0.314769
-0.4,0,1,1,-0.4,0,-0.171338
-0.2,0,1,1,-0.2,0,-0.250172
0,0,1,1,0,0,-0.532642
0.2,0,1,1,0.2,0,-0.559966
0.4,0,1,1,0.4,0,-0.559966
0.6,0,1,1,0.6,0,-0.645825
0.8,0,1,1,0.8,0,-0.41788
1,0,1,1,1,0,-0.337746
1.2,0,1,1,1.2,0,-0.337746
1.4,0,1,1,1.4,0,-0.42953
1.6,0,1,1,1.6,0,-0.712
1.8,0,1,1,1.8,0,-0.850511
2,0,1,1,2,0,-0.758775
2.2,0,1,1,2.2,0,-0.758775
2.4,0,1,1,2.4,0,-0.758775
2.6,0,1,1,2.6,0,-0.758775
2.8,0,1,1,2.8,0,-0.604311
3,0,1,1,3,0,-0.32184
3.2,0,1,1,3.2,0,-0.280031
3.4,0,1,1,3.4,0,-0.280031
3.6,0,1,1,3.6,0,-0.474961
3.8,0,1,1,3.8,0,-0.474961
4,0,1,1,4,0,-0.474961
4.2,0,1,1,4.2,0,-0.505751
4.4,0,1,1,4.4,0,-0.734029
4.6,0,1,1,4.6,0,-0.811532
4.8,0,1,1,4.8,0,-0.987881
5,0,1,1,5,0,-0.968766
5.2,0,1,1,5.2,0,-0.782281
5.4,0,1,1,5.4,0,-0.782281
5.6,0,1,1,5.6,0,-0.782281
5.8,0,1,1,5.8,0,-0.782281
6,0,1,1,6,0,-0.782281
6.2,0,1,1,6.2,0,-0.782281
6.4,0,1,1,6.4,0,-1.00853
6.6,0,1,1,6.6,0,-1.12275
6.8,0,1,1,6.8,0,-0.840283
7,0,1,1,7,0,-0.557813
7.2,0,1,1,7.2,0,-0.275343
7.4,0,1,1,7.4,0,-0.054778
7.6,0,1,1,7.6,0,-0.289597
7.8,0,1,1,7.8,0,-0.276937
8,0,1,1,8,0,-0.276937
8.2,0,1,1,8.2,0,-0.465962
8.4,0,1,1,8.4,0,-0.319483
8.6,0,1,1,8.6,0,-0.189155
8.8,0,1,1,8.8,0,-0.245458
9,0,1,1,9,0,-0.527928
9.2,0,1,1,9.2,0,-0.810398
9.4,0,1,1,9.4,0,-0.912202
9.6,0,1,1,9.6,0,-0.912202
9.8,0,1,1,9.8,0,-0.912202
-10,0.2,1,1,-10,0.2,-0.59904
-9.8,0.2,1,1,-9.8,0.2,-0.59904
-9.6,0.2,1,1,-9.6,0.2,-0.59904
-9.4,0.2,1,1,-9.4,0.2,-0.720464
-9.2,0.2,1,1,-9.2,0.2,-1.00293
-9,0.2,1,1,-9,0.2,-1.2854
-8.8,0.2,1,1,-8.8,0.2,-1.45552
-8.6,0.2,1,1,-8.6,0.2,-1.49088
-8.4,0.2,1,1,-8.4,0.2,-1.5502
-8.2,0.2,1,1,-8.2,0.2,-1.40169
-8,0.2,1,1,-8,0.2,-1.11922
-7.8,0.2,1,1,-7.8,0.2,-0.94437
-7.6,0.2,1,1,-7.6,0.2,-0.94437
-7.4,0.2,1,1,-7.4,0.2,-0.94437
-7.2,0.2,1,1,-7.2,0.2,-0.94437
-7,0.2,1,1,-7,0.2,-0.94437
-6.8,0.2,1,1,-6.8,0.2,-0.94437
-6.6,0.2,1,1,-6.6,0.2,-0.94437
-6.4,0.2,1,1,-6.4,0.2,-1.14054
-6.2,0.2,1,1,-6.2,0.2,-1.02169
-6,0.2,1,1,-6,0.2,-0.910334
-5.8,0.2,1,1,-5.8,0.2,-0.910334
-5.6,0.2,1,1,-5.6,0.2,-0.910334
-5.4,0.2,1,1,-5.4,0.2,-0.910334
-5.2,0.2,1,1,-5.2,0.2,-0.910334
-5,0.2,1,1,-5,0.2,-0.910334
-4.8,0.2,1,1,-4.8,0.2,-0.955597
-4.6,0.2,1,1,-4.6,0.2,-1.18567
-4.4,0.2,1,1,-4.4,0.2,-1.18567
-4.2,0.2,1,1,-4.2,0.2,-1.32754
-4,0.2,1,1,-4,0.2,-1.37179
-3.8,0.2,1,1,-3.8,0.2,-1.08932
-3.6,0.2,1,1,-3.6,0.2,-0.80685
-3.4,0.2,1,1,-3.4,0.2,-0.72629
-3.2,0.2,1,1,-3.2,0.2,-0.72629
-3,0.2,1,1,-3,0.2,-0.72629
-2.8,0.2,1,1,-2.8,0.2,-0.72629
-2.6,0.2,1,1,-2.6,0.2,-0.595038
-2.4,0.2,1,1,-2.4,0.2,-0.45202
-2.2,0.2,1,1,-2.2,0.2,-0.303667
-2,0.2,1,1,-2,0.2,-0.207637
-1.8,0.2,1,1,-1.8,0.2,-0.207637
-1.6,0.2,1,1,-1.6,0.2,-0.361131
-1.4,0.2,1,1,-1.4,0.2,-0.643601
-1.2,0.2,1,1,-1.2,0.2,-0.926071
-1,0.2,1,1,-1,0.2,-0.879709
-0.8,0.2,1,1,-0.8,0.2,-0.597239
-0.6,0.2,1,1,-0.6,0.2,-0.314769
-0.4,0.2,1,1,-0.4,0.2,-0.111132
-0.2,0.2,1,1,-0.2,0.2,-0.250172
0,0.2,1,1,0,0.2,-0.532642
0.2,0.2,1,1,0.2,0.2,-0.815112
0.4,0.2,1,1,0.4,0.2,-0.842436
0.6,0.2,1,1,0.6,0.2,-0.70035
0.8,0.2,1,1,0.8,0.2,-0.41788
1,0.2,1,1,1,0.2,-0.13541
1.2,0.2,1,1,1.2,0.2,-0.14706
1.4,0.2,1,1,1.4,0.2,-0.42953
1.6,0.2,1,1,1.6,0.2,-0.712
1.8,0.2,1,1,1.8,0.2,-0.850511
2,0.2,1,1,2,0.2,-0.56804
2.2,0.2,1,1,2.2,0.2,-0.476305
2.4,0.2,1,1,2.4,0.2,-0.476305
2.6,0.2,1,1,2.6,0.2,-0.476305
2.8,0.2,1,1,2.8,0.2,-0.56184
3,0.2,1,1,3,0.2,-0.562501
3.2,0.2,1,1,3.2,0.2,-0.562501
3.4,0.2,1,1,3.4,0.2,-0.562501
3.6,0.2,1,1,3.6,0.2,-0.34166
3.8,0.2,1,1,3.8,0.2,-0.192491
4,0.2,1,1,4,0.2,-0.223281
4.2,0.2,1,1,4.2,0.2,-0.505751
4.4,0.2,1,1,4.4,0.2,-0.788221
4.6,0.2,1,1,4.6,0.2,-1.0165
4.8,0.2,1,1,4.8,0.2,-1.094
5,0.2,1,1,5,0.2,-0.968766
5.2,0.2,1,1,5.2,0.2,-0.686296
5.4,0.2,1,1,5.4,0.2,-0.49981
5.6,0.2,1,1,5.6,0.2,-0.49981
5.8,0.2,1,1,5.8,0.2,-0.49981
6,0.2,1,1,6,0.2,-0.49981
6.2,0.2,1,1,6.2,0.2,-0.726055
6.4,0.2,1,1,6.4,0.2,-1.00853
6.6,0.2,1,1,6.6,0.2,-1.12275
6.8,0.2,1,1,6.8,0.2,-0.840283
7,0.2,1,1,7,0.2,-0.557813
7.2,0.2,1,1,7.2,0.2,-0.275343
7.4,0.2,1,1,7.4,0.2,-0.114079
7.6,0.2,1,1,7.6,0.2,-0.244836
7.8,0.2,1,1,7.8,0.2,-0.0989773
8,0.2,1,1,8,0.2,-0.183493
8.2,0.2,1,1,8.2,0.2,-0.465962
8.4,0.2,1,1,8.4,0.2,-0.471625
8.6,0.2,1,1,8.6,0.2,-0.471625
8.8,0.2,1,1,8.8,0.2,-0.471625
9,0.2,1,1,9,0.2,-0.527928
9.2,0.2,1,1,9.2,0.2,-0.810398
9.4,0.2,1,1,9.4,0.2,-0.673261
9.6,0.2,1,1,9.6,0.2,-0.629732
9.8,0.2,1,1,9.8,0.2,-0.629732
-10,0.4,1,1,-10,0.4,-0.88151
-9.8,0.4,1,1,-9.8,0.4,-0.88151
-9.6,0.4,1,1,-9.6,0.4,-0.88151
-9.4,0.4,1,1,-9.4,0.4,-0.88151
-9.2,0.4,1,1,-9.2,0.4,-1.00293
-9,0.4,1,1,-9,0.4,-1.2854
-8.8,0.4,1,1,-8.8,0.4,-1.56787
-8.6,0.4,1,1,-8.6,0.4,-1.41417
-8.4,0.4,1,1,-8.4,0.4,-1.41417
-8.2,0.4,1,1,-8.2,0.4,-1.40169
-8,0.4,1,1,-8,0.4,-1.22684
-7.8,0.4,1,1,-7.8,0.4,-1.22684
-7.6,0.4,1,1,-7.6,0.4,-1.22684
-7.4,0.4,1,1,-7.4,0.4,-1.22684
-7.2,0.4,1,1,-7.2,0.4,-1.22684
-7,0.4,1,1,-7,0.4,-1.22684
-6.8,0.4,1,1,-6.8,0.4,-1.22684
-6.6,0.4,1,1,-6.6,0.4,-1.22684
-6.4,0.4,1,1,-6.4,0.4,-1.22684
-6.2,0.4,1,1,-6.2,0.4,-1.02169
-6,0.4,1,1,-6,0.4,-0.739224
-5.8,0.4,1,1,-5.8,0.4,-0.627863
-5.6,0.4,1,1,-5.6,0.4,-0.627863
-5.4,0.4,1,1,-5.4,0.4,-0.627863
-5.2,0.4,1,1,-5.2,0.4,-0.627863
-5,0.4,1,1,-5,0.4,-0.673127
-4.8,0.4,1,1,-4.8,0.4,-0.925246
-4.6,0.4,1,1,-4.6,0.4,-1.20772
-4.4,0.4,1,1,-4.4,0.4,-1.46814
-4.2,0.4,1,1,-4.2,0.4,-1.46814
-4,0.4,1,1,-4,0.4,-1.37179
-3.8,0.4,1,1,-3.8,0.4,-1.08932
-3.6,0.4,1,1,-3.6,0.4,-0.80685
-3.4,0.4,1,1,-3.4,0.4,-0.52438
-3.2,0.4,1,1,-3.2,0.4,-0.44382
-3,0.4,1,1,-3,0.4,-0.44382
-2.8,0.4,1,1,-2.8,0.4,-0.44382
-2.6,0.4,1,1,-2.6,0.4,-0.595038
-2.4,0.4,1,1,-2.4,0.4,-0.312568
-2.2,0.4,1,1,-2.2,0.4,-0.16955
-2,0.4,1,1,-2,0.4,-0.0211965
-1.8,0.4,1,1,-1.8,0.4,-0.0786606
-1.6,0.4,1,1,-1.6,0.4,-0.361131
-1.4,0.4,1,1,-1.4,0.4,-0.643601
-1.2,0.4,1,1,-1.2,0.4,-0.926071
-1,0.4,1,1,-1,0.4,-0.879709
-0.8,0.4,1,1,-0.8,0.4,-0.597239
-0.6,0.4,1,1,-0.6,0.4,-0.393602
-0.4,0.4,1,1,-0.4,0.4,-0.393602
-0.2,0.4,1,1,-0.2,0.4,-0.393602
0,0.4,1,1,0,0.4,-0.532642
0.2,0.4,1,1,0.2,0.4,-0.815112
0.4,0.4,1,1,0.4,0.4,-0.982821
0.6,0.4,1,1,0.6,0.4,-0.70035
0.8,0.4,1,1,0.8,0.4,-0.41788
1,0.4,1,1,1,0.4,-0.227194
1.2,0.4,1,1,1.2,0.4,-0.227194
1.4,0.4,1,1,1.4,0.4,-0.42953
1.6,0.4,1,1,1.6,0.4,-0.712
1.8,0.4,1,1,1.8,0.4,-0.618615
2,0.4,1,1,2,0.4,-0.56804
2.2,0.4,1,1,2.2,0.4,-0.28557
2.4,0.4,1,1,2.4,0.4,-0.193835
2.6,0.4,1,1,2.6,0.4,-0.27937
2.8,0.4,1,1,2.8,0.4,-0.56184
3,0.4,1,1,3,0.4,-0.84431
3.2,0.4,1,1,3.2,0.4,-0.844971
3.4,0.4,1,1,3.4,0.4,-0.62413
3.6,0.4,1,1,3.6,0.4,-0.34166
3.8,0.4,1,1,3.8,0.4,-0.0899789
4,0.4,1,1,4,0.4,-0.223281
4.2,0.4,1,1,4.2,0.4,-0.505751
4.4,0.4,1,1,4.4,0.4,-0.788221
4.6,0.4,1,1,4.6,0.4,-1.04788
4.8,0.4,1,1,4.8,0.4,-1.04788
5,0.4,1,1,5,0.4,-0.968766
5.2,0.4,1,1,5.2,0.4,-0.686296
5.4,0.4,1,1,5.4,0.4,-0.403826
5.6,0.4,1,1,5.6,0.4,-0.21734
5.8,0.4,1,1,5.8,0.4,-0.21734
6,0.4,1,1,6,0.4,-0.443585
6.2,0.4,1,1,6.2,0.4,-0.726055
6.4,0.4,1,1,6.4,0.4,-1.00853
6.6,0.4,1,1,6.6,0.4,-1.12275
6.8,0.4,1,1,6.8,0.4,-0.840283
7,0.4,1,1,7,0.4,-0.557813
7.2,0.4,1,1,7.2,0.4,-0.320104
7.4,0.4,1,1,7.4,0.4,-0.168391
7.6,0.4,1,1,7.6,0.4,-0.244836
7.8,0.4,1,1,7.8,0.4,-0.288004
8,0.4,1,1,8,0.4,-0.288004
8.2,0.4,1,1,8.2,0.4,-0.465962
8.4,0.4,1,1,8.4,0.4,-0.748432
8.6,0.4,1,1,8.6,0.4,-0.754095
8.8,0.4,1,1,8.8,0.4,-0.754095
9,0.4,1,1,9,0.4,-0.754095
9.2,0.4,1,1,9.2,0.4,-0.810398
9.4,0.4,1,1,9.4,0.4,-0.673261
9.6,0.4,1,1,9.6,0.4,-0.39079
9.8,0.4,1,1,9.8,0.4,-0.347262
-10,0.6,1,1,-10,0.6,-1.16398
-9.8,0.6,1,1,-9.8,0.6,-1.16398
-9.6,0.6,1,1,-9.6,0.6,-1.16398
-9.4,0.6,1,1,-9.4,0.6,-1.16398
-9.2,0.6,1,1,-9.2,0.6,-1.16398
-9,0.6,1,1,-9,0.6,-1.2854
-8.8,0.6,1,1,-8.8,0.6,-1.52941
-8.6,0.6,1,1,-8.6,0.6,-1.3253
-8.4,0.6,1,1,-8.4,0.6,-1.1317
-8.2,0.6,1,1,-8.2,0.6,-1.1317
-8,0.6,1,1,-8,0.6,-1.1317
-7.8,0.6,1,1,-7.8,0.6,-1.1317
-7.6,0.6,1,1,-7.6,0.6,-1.1317
-7.4,0.6,1,1,-7.4,0.6,-1.1317
-7.2,0.6,1,1,-7.2,0.6,-1.1317
-7,0.6,1,1,-7,0.6,-1.1317
-6.8,0.6,1,1,-6.8,0.6,-1.21693
-6.6,0.6,1,1,-6.6,0.6,-1.4994
-6.4,0.6,1,1,-6.4,0.6,-1.30416
-6.2,0.6,1,1,-6.2,0.6,-1.02169
-6,0.6,1,1,-6,0.6,-0.739224
-5.8,0.6,1,1,-5.8,0.6,-0.456754
-5.6,0.6,1,1,-5.6,0.6,-0.345393
-5.4,0.6,1,1,-5.4,0.6,-0.345393
-5.2,0.6,1,1,-5.2,0.6,-0.390657
-5,0.6,1,1,-5,0.6,-0.642776
-4.8,0.6,1,1,-4.8,0.6,-0.925246
-4.6,0.6,1,1,-4.6,0.6,-1.20772
-4.4,0.6,1,1,-4.4,0.6,-1.49019
-4.2,0.6,1,1,-4.2,0.6,-1.65426
-4,0.6,1,1,-4,0.6,-1.37179
-3.8,0.6,1,1,-3.8,0.6,-1.08932
-3.6,0.6,1,1,-3.6,0.6,-0.80685
-3.4,0.6,1,1,-3.4,0.6,-0.52438
-3.2,0.6,1,1,-3.2,0.6,-0.24191
-3,0.6,1,1,-3,0.6,-0.16135
-2.8,0.6,1,1,-2.8,0.6,-0.323031
-2.6,0.6,1,1,-2.6,0.6,-0.595038
-2.4,0.6,1,1,-2.4,0.6,-0.312568
-2.2,0.6,1,1,-2.2,0.6,-0.11292
-2,0.6,1,1,-2,0.6,-0.252372
-1.8,0.6,1,1,-1.8,0.6,-0.280907
-1.6,0.6,1,1,-1.6,0.6,-0.361131
-1.4,0.6,1,1,-1.4,0.6,-0.643601
-1.2,0.6,1,1,-1.2,0.6,-0.926071
-1,0.6,1,1,-1,0.6,-0.879709
-0.8,0.6,1,1,-0.8,0.6,-0.676072
-0.6,0.6,1,1,-0.6,0.6,-0.676072
-0.4,0.6,1,1,-0.4,0.6,-0.676072
-0.2,0.6,1,1,-0.2,0.6,-0.676072
0,0.6,1,1,0,0.6,-0.676072
0.2,0.6,1,1,0.2,0.6,-0.815112
0.4,0.6,1,1,0.4,0.6,-0.982821
0.6,0.6,1,1,0.6,0.6,-0.70035
0.8,0.6,1,1,0.8,0.6,-0.509664
1,0.6,1,1,1,0.6,-0.509664
1.2,0.6,1,1,1.2,0.6,-0.509664
1.4,0.6,1,1,1.4,0.6,-0.509664
1.6,0.6,1,1,1.6,0.6,-0.712
1.8,0.6,1,1,1.8,0.6,-0.460801
2,0.6,1,1,2,0.6,-0.336145
2.2,0.6,1,1,2.2,0.6,-0.28557
2.4,0.6,1,1,2.4,0.6,-0.0886351
2.6,0.6,1,1,2.6,0.6,-0.27937
2.8,0.6,1,1,2.8,0.6,-0.56184
3,0.6,1,1,3,0.6,-0.715804
3.2,0.6,1,1,3.2,0.6,-0.715804
3.4,0.6,1,1,3.4,0.6,-0.62413
3.6,0.6,1,1,3.6,0.6,-0.372449
3.8,0.6,1,1,3.8,0.6,-0.372449
4,0.6,1,1,4,0.6,-0.372449
4.2,0.6,1,1,4.2,0.6,-0.505751
4.4,0.6,1,1,4.4,0.6,-0.765415
4.6,0.6,1,1,4.6,0.6,-0.765415
4.8,0.6,1,1,4.8,0.6,-0.765415
5,0.6,1,1,5,0.6,-0.765415
5.2,0.6,1,1,5.2,0.6,-0.686296
5.4,0.6,1,1,5.4,0.6,-0.403826
5.6,0.6,1,1,5.6,0.6,-0.121356
5.8,0.6,1,1,5.8,0.6,-0.161115
6,0.6,1,1,6,0.6,-0.443585
6.2,0.6,1,1,6.2,0.6,-0.726055
6.4,0.6,1,1,6.4,0.6,-1.00853
6.6,0.6,1,1,6.6,0.6,-1.12275
6.8,0.6,1,1,6.8,0.6,-0.840283
7,0.6,1,1,7,0.6,-0.602574
7.2,0.6,1,1,7.2,0.6,-0.450862
7.4,0.6,1,1,7.4,0.6,-0.450862
7.6,0.6,1,1,7.6,0.6,-0.450862
7.8,0.6,1,1,7.8,0.6,-0.527307
8,0.6,1,1,8,0.6,-0.570474
8.2,0.6,1,1,8.2,0.6,-0.570474
8.4,0.6,1,1,8.4,0.6,-0.748432
8.6,0.6,1,1,8.6,0.6,-1.0309
8.8,0.6,1,1,8.8,0.6,-1.03657
9,0.6,1,1,9,0.6,-1.03657
9.2,0.6,1,1,9.2,0.6,-0.95573
9.4,0.6,1,1,9.4,0.6,-0.673261
9.6,0.6,1,1,9.6,0.6,-0.39079
9.8,0.6,1,1,9.8,0.6,-0.10832
-10,0.8,1,1,-10,0.8,-1.24694
-9.8,0.8,1,1,-9.8,0.8,-1.24694
-9.6,0.8,1,1,-9.6,0.8,-1.24694
-9.4,0.8,1,1,-9.4,0.8,-1.24694
-9.2,0.8,1,1,-9.2,0.8,-1.24694
-9,0.8,1,1,-9,0.8,-1.24694
-8.8,0.8,1,1,-8.8,0.8,-1.24694
-8.6,0.8,1,1,-8.6,0.8,-1.24694
-8.4,0.8,1,1,-8.4,0.8,-1.04283
-8.2,0.8,1,1,-8.2,0.8,-0.849226
-8,0.8,1,1,-8,0.8,-0.849226
-7.8,0.8,1,1,-7.8,0.8,-0.849226
-7.6,0.8,1,1,-7.6,0.8,-0.849226
-7.4,0.8,1,1,-7.4,0.8,-0.849226
-7.2,0.8,1,1,-7.2,0.8,-0.849226
-7,0.8,1,1,-7,0.8,-0.934458
-6.8,0.8,1,1,-6.8,0.8,-1.21693
-6.6,0.8,1,1,-6.6,0.8,-1.41148
-6.4,0.8,1,1,-6.4,0.8,-1.30416
-6.2,0.8,1,1,-6.2,0.8,-1.02169
-6,0.8,1,1,-6,0.8,-0.739224
-5.8,0.8,1,1,-5.8,0.8,-0.456754
-5.6,0.8,1,1,-5.6,0.8,-0.174284
-5.4,0.8,1,1,-5.4,0.8,-0.108186
-5.2,0.8,1,1,-5.2,0.8,-0.360306
-5,0.8,1,1,-5,0.8,-0.642776
-4.8,0.8,1,1,-4.8,0.8,-0.925246
-4.6,0.8,1,1,-4.6,0.8,-1.20772
-4.4,0.8,1,1,-4.4,0.8,-1.43159
-4.2,0.8,1,1,-4.2,0.8,-1.43159
-4,0.8,1,1,-4,0.8,-1.37179
-3.8,0.8,1,1,-3.8,0.8,-1.08932
-3.6,0.8,1,1,-3.6,0.8,-0.80685
-3.4,0.8,1,1,-3.4,0.8,-0.52438
-3.2,0.8,1,1,-3.2,0.8,-0.24191
-3,0.8,1,1,-3,0.8,-0.12112
-2.8,0.8,1,1,-2.8,0.8,-0.323031
-2.6,0.8,1,1,-2.6,0.8,-0.595038
-2.4,0.8,1,1,-2.4,0.8,-0.39539
-2.2,0.8,1,1,-2.2,0.8,-0.39539
-2,0.8,1,1,-2,0.8,-0.39539
-1.8,0.8,1,1,-1.8,0.8,-0.534842
-1.6,0.8,1,1,-1.6,0.8,-0.562122
-1.4,0.8,1,1,-1.4,0.8,-0.643601
-1.2,0.8,1,1,-1.2,0.8,-0.926071
-1,0.8,1,1,-1,0.8,-0.958542
-0.8,0.8,1,1,-0.8,0.8,-0.958542
-0.6,0.8,1,1,-0.6,0.8,-0.958542
-0.4,0.8,1,1,-0.4,0.8,-0.958542
-0.2,0.8,1,1,-0.2,0.8,-0.958542
0,0.8,1,1,0,0.8,-0.958542
